zip_code,state,population,growth,average_age,income_per_house
80524,Fort Collins CO,"32,181",1%,36,"$42,678.00"
80241,Thornton CO,"32,009",0%,34.3,"$68,618.00"
80503,Longmont CO,"31,890",2%,42.2,"$71,605.00"
80204,Denver CO,"31,641",0%,29.3,"$28,247.00"
80911,Colorado Springs CO,"31,542",2%,35.1,"$48,718.00"
80211,Denver CO,"31,524",0%,34.5,"$35,753.00"
80027,Louisville CO,"31,447",1%,37.5,"$73,047.00"
80228,Denver CO,"31,363",3%,40.2,"$58,130.00"
80226,Denver CO,"31,349",1%,36.4,"$45,012.00"
81007,Pueblo CO,"30,611",2%,37.6,"$47,780.00"
81005,Pueblo CO,"30,552",1%,42.8,"$37,071.00"
80021,Broomfield CO,"30,539",1%,34.3,"$61,329.00"
80122,Littleton CO,"30,225",1%,44.2,"$72,225.00"
80111,Englewood CO,"30,168",4%,39.6,"$89,345.00"
80917,Colorado Springs CO,"29,743",1%,35.7,"$47,158.00"
80138,Parker CO,"29,675",0%,38.4,"$78,357.00"
81504,Grand Junction CO,"29,620",3%,33.6,"$36,246.00"
81001,Pueblo CO,"29,527",-3%,34.3,"$28,443.00"
80205,Denver CO,"29,470",0%,32.3,"$28,545.00"
99301,Pasco WA,"71,910",5%,28.1,"$39,786.00"
98052,Redmond WA,"60,516",3%,34.5,"$68,923.00"
98012,Bothell WA,"55,690",8%,35.9,"$65,730.00"
98682,Vancouver WA,"54,075",2%,33,"$50,553.00"
98208,Everett WA,"53,864",3%,35.2,"$55,952.00"
99208,Spokane WA,"50,766",3%,38.5,"$46,311.00"
98632,Longview WA,"49,204",0%,40.2,"$38,195.00"
99336,Kennewick WA,"48,890",0%,30.3,"$36,100.00"
98023,Federal Way WA,"48,809",2%,35.6,"$57,411.00"
98034,Kirkland WA,"47,204",14%,36.4,"$60,043.00"
98270,Marysville WA,"46,943",2%,34.2,"$51,126.00"
98115,Seattle WA,"46,518",0%,37.6,"$58,475.00"
98902,Yakima WA,"45,854",-1%,31.4,"$30,694.00"
98103,Seattle WA,"45,596",0%,34.4,"$49,044.00"
98391,Bonney Lake WA,"45,335",2%,36.4,$0.00
98042,Kent WA,"44,433",1%,38,"$66,051.00"
98387,Spanaway WA,"44,270",2%,33.2,"$51,318.00"
98133,Seattle WA,"44,135",0%,39.2,"$41,743.00"
98003,Federal Way WA,"43,931",0%,34.7,"$43,027.00"
98118,Seattle WA,"43,607",2%,38,"$44,697.00"
98661,Vancouver WA,"43,361",3%,33.9,"$32,975.00"
98258,Lake Stevens WA,"42,923",28%,35,"$61,066.00"
99205,Spokane WA,"42,219",0%,35.2,"$34,778.00"
98837,Moses Lake WA,"41,705",4%,33.1,"$36,859.00"
98058,Renton WA,"41,602",0%,37.7,"$63,680.00"
98226,Bellingham WA,"41,339",0%,38.6,"$44,100.00"
98801,Wenatchee WA,"40,869",0%,36.8,"$36,929.00"
98204,Everett WA,"40,545",2%,30.5,"$36,944.00"
98092,Auburn WA,"40,508",1%,35.1,"$62,478.00"
98225,Bellingham WA,"40,505",-13%,28.6,"$29,056.00"
98031,Kent WA,"40,220",9%,34.7,"$50,958.00"
98223,Arlington WA,"39,888",-2%,39.2,"$51,736.00"
98277,Oak Harbor WA,"39,535",4%,33,"$41,891.00"
98501,Olympia WA,"38,713",1%,39.7,"$47,230.00"
98125,Seattle WA,"38,584",3%,37.7,"$42,400.00"
99362,Walla Walla WA,"38,535",-6%,36.6,"$35,868.00"
98374,Puyallup WA,"37,455",0%,35.9,"$58,873.00"
98006,Bellevue WA,"37,348",2%,42.4,"$81,929.00"
98503,Lacey WA,"36,899",0%,36.1,"$44,902.00"
98036,Lynnwood WA,"36,315",0%,36.7,"$51,296.00"
98908,Yakima WA,"36,165",2%,41.2,"$48,007.00"
98059,Renton WA,"35,996",4%,37.5,"$61,361.00"
99206,Spokane WA,"35,915",3%,37.6,"$39,535.00"
98026,Edmonds WA,"35,810",0%,42.5,"$56,774.00"
98033,Kirkland WA,"35,353",2%,39.3,"$69,073.00"
98105,Seattle WA,"35,285",-24%,23.1,"$40,246.00"
98030,Kent WA,"34,956",3%,32.4,$0.00
98203,Everett WA,"34,357",0%,37.5,"$50,899.00"
98168,Seattle WA,"34,234",1%,34.5,"$41,097.00"
98444,Tacoma WA,"34,119",0%,30.1,"$32,351.00"
98032,Kent WA,"33,788",0%,32.7,"$42,042.00"
98056,Renton WA,"33,597",3%,35.9,"$53,608.00"
98584,Shelton WA,"33,575",-9%,40.8,"$38,543.00"
98198,Seattle WA,"33,304",-3%,37.5,"$46,628.00"
98604,Battle Ground WA,"33,202",-3%,34.8,"$56,055.00"
98155,Seattle WA,"33,038",0%,41.6,"$55,863.00"
98004,Bellevue WA,"32,888",15%,39.6,"$63,358.00"
98513,Olympia WA,"32,672",2%,35.8,"$52,497.00"
98366,Port Orchard WA,"32,355",-5%,38.2,"$44,692.00"
